"","Species","Scenario","FDR","Year","Value","Metric"
"1277","Canary Rockfish","Recruitment",0.8,16,0.1504,"Yield"
"1278","Canary Rockfish","Recruitment",0.8,17,0.1708,"Yield"
"1279","Canary Rockfish","Recruitment",0.8,18,0.1898,"Yield"
"1280","Canary Rockfish","Recruitment",0.8,19,0.221,"Yield"
"1281","Canary Rockfish","Recruitment",0.8,20,0.2444,"Yield"
"1282","Canary Rockfish","Recruitment",0.9,0,0,"Yield"
"1283","Canary Rockfish","Recruitment",0.9,1,0.3206,"Yield"
"1284","Canary Rockfish","Recruitment",0.9,2,0.277,"Yield"
"1285","Canary Rockfish","Recruitment",0.9,3,0.2526,"Yield"
"1286","Canary Rockfish","Recruitment",0.9,4,0.2364,"Yield"
"1287","Canary Rockfish","Recruitment",0.9,5,0.2262,"Yield"
"1288","Canary Rockfish","Recruitment",0.9,6,0.22,"Yield"
"1289","Canary Rockfish","Recruitment",0.9,7,0.219,"Yield"
"1290","Canary Rockfish","Recruitment",0.9,8,0.218,"Yield"
"1291","Canary Rockfish","Recruitment",0.9,9,0.2196,"Yield"
"1292","Canary Rockfish","Recruitment",0.9,10,0.2206,"Yield"
"1293","Canary Rockfish","Recruitment",0.9,11,0.2244,"Yield"
"1294","Canary Rockfish","Recruitment",0.9,12,0.2298,"Yield"
"1295","Canary Rockfish","Recruitment",0.9,13,0.2304,"Yield"
"1296","Canary Rockfish","Recruitment",0.9,14,0.2326,"Yield"
"1297","Canary Rockfish","Recruitment",0.9,15,0.2372,"Yield"
"1298","Canary Rockfish","Recruitment",0.9,16,0.241,"Yield"
"1299","Canary Rockfish","Recruitment",0.9,17,0.2466,"Yield"
"1300","Canary Rockfish","Recruitment",0.9,18,0.2546,"Yield"
"1301","Canary Rockfish","Recruitment",0.9,19,0.2604,"Yield"
"1302","Canary Rockfish","Recruitment",0.9,20,0.2672,"Yield"
"1303","Canary Rockfish","Both",0.6,0,0,"Yield"
"1304","Canary Rockfish","Both",0.6,1,0.3736,"Yield"
"1305","Canary Rockfish","Both",0.6,2,0.314,"Yield"
"1306","Canary Rockfish","Both",0.6,3,0.2668,"Yield"
"1307","Canary Rockfish","Both",0.6,4,0.2474,"Yield"
"1308","Canary Rockfish","Both",0.6,5,0.2212,"Yield"
"1309","Canary Rockfish","Both",0.6,6,0.2194,"Yield"
"1310","Canary Rockfish","Both",0.6,7,0.2142,"Yield"
"1311","Canary Rockfish","Both",0.6,8,0.2012,"Yield"
"1312","Canary Rockfish","Both",0.6,9,0.211,"Yield"
"1313","Canary Rockfish","Both",0.6,10,0.2146,"Yield"
"1314","Canary Rockfish","Both",0.6,11,0.2194,"Yield"
"1315","Canary Rockfish","Both",0.6,12,0.234,"Yield"
"1316","Canary Rockfish","Both",0.6,13,0.2562,"Yield"
"1317","Canary Rockfish","Both",0.6,14,0.2846,"Yield"
"1318","Canary Rockfish","Both",0.6,15,0.333,"Yield"
"1319","Canary Rockfish","Both",0.6,16,0.382,"Yield"
"1320","Canary Rockfish","Both",0.6,17,0.4394,"Yield"
"1321","Canary Rockfish","Both",0.6,18,0.5014,"Yield"
"1322","Canary Rockfish","Both",0.6,19,0.5732,"Yield"
"1323","Canary Rockfish","Both",0.6,20,0.6162,"Yield"
"1324","Canary Rockfish","Both",0.7,0,0,"Yield"
"1325","Canary Rockfish","Both",0.7,1,0.3958,"Yield"
"1326","Canary Rockfish","Both",0.7,2,0.3604,"Yield"
"1327","Canary Rockfish","Both",0.7,3,0.3332,"Yield"
"1328","Canary Rockfish","Both",0.7,4,0.3156,"Yield"
"1329","Canary Rockfish","Both",0.7,5,0.309,"Yield"
"1330","Canary Rockfish","Both",0.7,6,0.2986,"Yield"
"1331","Canary Rockfish","Both",0.7,7,0.286,"Yield"
"1332","Canary Rockfish","Both",0.7,8,0.2782,"Yield"
"1333","Canary Rockfish","Both",0.7,9,0.2794,"Yield"
"1334","Canary Rockfish","Both",0.7,10,0.2806,"Yield"
"1335","Canary Rockfish","Both",0.7,11,0.2894,"Yield"
"1336","Canary Rockfish","Both",0.7,12,0.293,"Yield"
"1337","Canary Rockfish","Both",0.7,13,0.3102,"Yield"
"1338","Canary Rockfish","Both",0.7,14,0.3212,"Yield"
"1339","Canary Rockfish","Both",0.7,15,0.339,"Yield"
"1340","Canary Rockfish","Both",0.7,16,0.3718,"Yield"
"1341","Canary Rockfish","Both",0.7,17,0.3984,"Yield"
"1342","Canary Rockfish","Both",0.7,18,0.437,"Yield"
"1343","Canary Rockfish","Both",0.7,19,0.4664,"Yield"
"1344","Canary Rockfish","Both",0.7,20,0.5012,"Yield"
"1345","Canary Rockfish","Both",0.8,0,0,"Yield"
"1346","Canary Rockfish","Both",0.8,1,0.4348,"Yield"
"1347","Canary Rockfish","Both",0.8,2,0.4062,"Yield"
"1348","Canary Rockfish","Both",0.8,3,0.3762,"Yield"
"1349","Canary Rockfish","Both",0.8,4,0.373,"Yield"
"1350","Canary Rockfish","Both",0.8,5,0.3676,"Yield"
"1351","Canary Rockfish","Both",0.8,6,0.3624,"Yield"
"1352","Canary Rockfish","Both",0.8,7,0.3434,"Yield"
"1353","Canary Rockfish","Both",0.8,8,0.3508,"Yield"
"1354","Canary Rockfish","Both",0.8,9,0.3424,"Yield"
"1355","Canary Rockfish","Both",0.8,10,0.3404,"Yield"
"1356","Canary Rockfish","Both",0.8,11,0.3432,"Yield"
"1357","Canary Rockfish","Both",0.8,12,0.349,"Yield"
"1358","Canary Rockfish","Both",0.8,13,0.3598,"Yield"
"1359","Canary Rockfish","Both",0.8,14,0.371,"Yield"
"1360","Canary Rockfish","Both",0.8,15,0.3908,"Yield"
"1361","Canary Rockfish","Both",0.8,16,0.394,"Yield"
"1362","Canary Rockfish","Both",0.8,17,0.4122,"Yield"
"1363","Canary Rockfish","Both",0.8,18,0.4326,"Yield"
"1364","Canary Rockfish","Both",0.8,19,0.457,"Yield"
"1365","Canary Rockfish","Both",0.8,20,0.4756,"Yield"
"1366","Canary Rockfish","Both",0.9,0,0,"Yield"
"1367","Canary Rockfish","Both",0.9,1,0.4766,"Yield"
"1368","Canary Rockfish","Both",0.9,2,0.4544,"Yield"
"1369","Canary Rockfish","Both",0.9,3,0.45,"Yield"
"1370","Canary Rockfish","Both",0.9,4,0.4382,"Yield"
"1371","Canary Rockfish","Both",0.9,5,0.4376,"Yield"
"1372","Canary Rockfish","Both",0.9,6,0.4356,"Yield"
"1373","Canary Rockfish","Both",0.9,7,0.4294,"Yield"
"1374","Canary Rockfish","Both",0.9,8,0.4346,"Yield"
"1375","Canary Rockfish","Both",0.9,9,0.4342,"Yield"
"1376","Canary Rockfish","Both",0.9,10,0.4328,"Yield"
"1377","Canary Rockfish","Both",0.9,11,0.4248,"Yield"
"1378","Canary Rockfish","Both",0.9,12,0.4284,"Yield"
"1379","Canary Rockfish","Both",0.9,13,0.4322,"Yield"
"1380","Canary Rockfish","Both",0.9,14,0.429,"Yield"
"1381","Canary Rockfish","Both",0.9,15,0.4384,"Yield"
"1382","Canary Rockfish","Both",0.9,16,0.4424,"Yield"
"1383","Canary Rockfish","Both",0.9,17,0.447,"Yield"
"1384","Canary Rockfish","Both",0.9,18,0.4502,"Yield"
"1385","Canary Rockfish","Both",0.9,19,0.453,"Yield"
"1386","Canary Rockfish","Both",0.9,20,0.4588,"Yield"
"1387","Black Rockfish","Sampling",0.6,0,0,"Yield"
"1388","Black Rockfish","Sampling",0.6,1,0.0966,"Yield"
"1389","Black Rockfish","Sampling",0.6,2,0.1636,"Yield"
"1390","Black Rockfish","Sampling",0.6,3,0.1956,"Yield"
"1391","Black Rockfish","Sampling",0.6,4,0.2214,"Yield"
"1392","Black Rockfish","Sampling",0.6,5,0.27,"Yield"
"1393","Black Rockfish","Sampling",0.6,6,0.354,"Yield"
"1394","Black Rockfish","Sampling",0.6,7,0.4228,"Yield"
"1395","Black Rockfish","Sampling",0.6,8,0.5092,"Yield"
"1396","Black Rockfish","Sampling",0.6,9,0.5742,"Yield"
"1397","Black Rockfish","Sampling",0.6,10,0.6386,"Yield"
"1398","Black Rockfish","Sampling",0.6,11,0.6798,"Yield"
"1399","Black Rockfish","Sampling",0.6,12,0.7032,"Yield"
"1400","Black Rockfish","Sampling",0.6,13,0.7192,"Yield"
"1401","Black Rockfish","Sampling",0.6,14,0.73,"Yield"
"1402","Black Rockfish","Sampling",0.6,15,0.737,"Yield"
"1403","Black Rockfish","Sampling",0.6,16,0.7366,"Yield"
"1404","Black Rockfish","Sampling",0.6,17,0.7312,"Yield"
"1405","Black Rockfish","Sampling",0.6,18,0.7292,"Yield"
"1406","Black Rockfish","Sampling",0.6,19,0.7254,"Yield"
"1407","Black Rockfish","Sampling",0.6,20,0.7192,"Yield"
"1408","Black Rockfish","Sampling",0.7,0,0,"Yield"
"1409","Black Rockfish","Sampling",0.7,1,0.1352,"Yield"
"1410","Black Rockfish","Sampling",0.7,2,0.2094,"Yield"
"1411","Black Rockfish","Sampling",0.7,3,0.2634,"Yield"
"1412","Black Rockfish","Sampling",0.7,4,0.2826,"Yield"
"1413","Black Rockfish","Sampling",0.7,5,0.3192,"Yield"
"1414","Black Rockfish","Sampling",0.7,6,0.3806,"Yield"
"1415","Black Rockfish","Sampling",0.7,7,0.4178,"Yield"
"1416","Black Rockfish","Sampling",0.7,8,0.4738,"Yield"
"1417","Black Rockfish","Sampling",0.7,9,0.5164,"Yield"
"1418","Black Rockfish","Sampling",0.7,10,0.5528,"Yield"
"1419","Black Rockfish","Sampling",0.7,11,0.5974,"Yield"
"1420","Black Rockfish","Sampling",0.7,12,0.62,"Yield"
"1421","Black Rockfish","Sampling",0.7,13,0.636,"Yield"
"1422","Black Rockfish","Sampling",0.7,14,0.6458,"Yield"
"1423","Black Rockfish","Sampling",0.7,15,0.6586,"Yield"
"1424","Black Rockfish","Sampling",0.7,16,0.6632,"Yield"
"1425","Black Rockfish","Sampling",0.7,17,0.668,"Yield"
"1426","Black Rockfish","Sampling",0.7,18,0.6698,"Yield"
"1427","Black Rockfish","Sampling",0.7,19,0.6656,"Yield"
"1428","Black Rockfish","Sampling",0.7,20,0.6584,"Yield"
"1429","Black Rockfish","Sampling",0.8,0,0,"Yield"
"1430","Black Rockfish","Sampling",0.8,1,0.1822,"Yield"
"1431","Black Rockfish","Sampling",0.8,2,0.2746,"Yield"
"1432","Black Rockfish","Sampling",0.8,3,0.3272,"Yield"
"1433","Black Rockfish","Sampling",0.8,4,0.3614,"Yield"
"1434","Black Rockfish","Sampling",0.8,5,0.3918,"Yield"
"1435","Black Rockfish","Sampling",0.8,6,0.4132,"Yield"
"1436","Black Rockfish","Sampling",0.8,7,0.4218,"Yield"
"1437","Black Rockfish","Sampling",0.8,8,0.4582,"Yield"
"1438","Black Rockfish","Sampling",0.8,9,0.4848,"Yield"
"1439","Black Rockfish","Sampling",0.8,10,0.5114,"Yield"
"1440","Black Rockfish","Sampling",0.8,11,0.5252,"Yield"
"1441","Black Rockfish","Sampling",0.8,12,0.5384,"Yield"
"1442","Black Rockfish","Sampling",0.8,13,0.5466,"Yield"
"1443","Black Rockfish","Sampling",0.8,14,0.5614,"Yield"
"1444","Black Rockfish","Sampling",0.8,15,0.5738,"Yield"
"1445","Black Rockfish","Sampling",0.8,16,0.5772,"Yield"
"1446","Black Rockfish","Sampling",0.8,17,0.5928,"Yield"
"1447","Black Rockfish","Sampling",0.8,18,0.5932,"Yield"
"1448","Black Rockfish","Sampling",0.8,19,0.5982,"Yield"
"1449","Black Rockfish","Sampling",0.8,20,0.593,"Yield"
"1450","Black Rockfish","Sampling",0.9,0,0,"Yield"
"1451","Black Rockfish","Sampling",0.9,1,0.221,"Yield"
"1452","Black Rockfish","Sampling",0.9,2,0.3404,"Yield"
"1453","Black Rockfish","Sampling",0.9,3,0.39,"Yield"
"1454","Black Rockfish","Sampling",0.9,4,0.4284,"Yield"
"1455","Black Rockfish","Sampling",0.9,5,0.4398,"Yield"
"1456","Black Rockfish","Sampling",0.9,6,0.4594,"Yield"
"1457","Black Rockfish","Sampling",0.9,7,0.4732,"Yield"
"1458","Black Rockfish","Sampling",0.9,8,0.4794,"Yield"
"1459","Black Rockfish","Sampling",0.9,9,0.4934,"Yield"
"1460","Black Rockfish","Sampling",0.9,10,0.4994,"Yield"
"1461","Black Rockfish","Sampling",0.9,11,0.4932,"Yield"
"1462","Black Rockfish","Sampling",0.9,12,0.493,"Yield"
"1463","Black Rockfish","Sampling",0.9,13,0.4964,"Yield"
"1464","Black Rockfish","Sampling",0.9,14,0.5114,"Yield"
"1465","Black Rockfish","Sampling",0.9,15,0.5214,"Yield"
"1466","Black Rockfish","Sampling",0.9,16,0.5208,"Yield"
"1467","Black Rockfish","Sampling",0.9,17,0.5146,"Yield"
"1468","Black Rockfish","Sampling",0.9,18,0.522,"Yield"
"1469","Black Rockfish","Sampling",0.9,19,0.5208,"Yield"
"1470","Black Rockfish","Sampling",0.9,20,0.5206,"Yield"
"1471","Black Rockfish","Recruitment",0.6,0,0,"Yield"
"1472","Black Rockfish","Recruitment",0.6,1,0.2986,"Yield"
"1473","Black Rockfish","Recruitment",0.6,2,0.2822,"Yield"
"1474","Black Rockfish","Recruitment",0.6,3,0.2736,"Yield"
"1475","Black Rockfish","Recruitment",0.6,4,0.2854,"Yield"
"1476","Black Rockfish","Recruitment",0.6,5,0.3026,"Yield"
"1477","Black Rockfish","Recruitment",0.6,6,0.334,"Yield"
"1478","Black Rockfish","Recruitment",0.6,7,0.3828,"Yield"
"1479","Black Rockfish","Recruitment",0.6,8,0.4472,"Yield"
"1480","Black Rockfish","Recruitment",0.6,9,0.507,"Yield"
"1481","Black Rockfish","Recruitment",0.6,10,0.5792,"Yield"
"1482","Black Rockfish","Recruitment",0.6,11,0.6392,"Yield"
"1483","Black Rockfish","Recruitment",0.6,12,0.6792,"Yield"
"1484","Black Rockfish","Recruitment",0.6,13,0.7116,"Yield"
"1485","Black Rockfish","Recruitment",0.6,14,0.731,"Yield"
"1486","Black Rockfish","Recruitment",0.6,15,0.7386,"Yield"
"1487","Black Rockfish","Recruitment",0.6,16,0.733,"Yield"
"1488","Black Rockfish","Recruitment",0.6,17,0.7284,"Yield"
"1489","Black Rockfish","Recruitment",0.6,18,0.7144,"Yield"
"1490","Black Rockfish","Recruitment",0.6,19,0.7038,"Yield"
"1491","Black Rockfish","Recruitment",0.6,20,0.6862,"Yield"
"1492","Black Rockfish","Recruitment",0.7,0,0,"Yield"
"1493","Black Rockfish","Recruitment",0.7,1,0.3052,"Yield"
"1494","Black Rockfish","Recruitment",0.7,2,0.2808,"Yield"
"1495","Black Rockfish","Recruitment",0.7,3,0.2616,"Yield"
"1496","Black Rockfish","Recruitment",0.7,4,0.2724,"Yield"
"1497","Black Rockfish","Recruitment",0.7,5,0.2942,"Yield"
"1498","Black Rockfish","Recruitment",0.7,6,0.3208,"Yield"
"1499","Black Rockfish","Recruitment",0.7,7,0.3524,"Yield"
"1500","Black Rockfish","Recruitment",0.7,8,0.3892,"Yield"
"1501","Black Rockfish","Recruitment",0.7,9,0.435,"Yield"
"1502","Black Rockfish","Recruitment",0.7,10,0.481,"Yield"
"1503","Black Rockfish","Recruitment",0.7,11,0.507,"Yield"
"1504","Black Rockfish","Recruitment",0.7,12,0.5282,"Yield"
"1505","Black Rockfish","Recruitment",0.7,13,0.5496,"Yield"
"1506","Black Rockfish","Recruitment",0.7,14,0.5572,"Yield"
"1507","Black Rockfish","Recruitment",0.7,15,0.5596,"Yield"
"1508","Black Rockfish","Recruitment",0.7,16,0.5696,"Yield"
"1509","Black Rockfish","Recruitment",0.7,17,0.571,"Yield"
"1510","Black Rockfish","Recruitment",0.7,18,0.5792,"Yield"
"1511","Black Rockfish","Recruitment",0.7,19,0.5776,"Yield"
"1512","Black Rockfish","Recruitment",0.7,20,0.5722,"Yield"
"1513","Black Rockfish","Recruitment",0.8,0,0,"Yield"
"1514","Black Rockfish","Recruitment",0.8,1,0.325,"Yield"
"1515","Black Rockfish","Recruitment",0.8,2,0.3046,"Yield"
"1516","Black Rockfish","Recruitment",0.8,3,0.2994,"Yield"
"1517","Black Rockfish","Recruitment",0.8,4,0.3152,"Yield"
"1518","Black Rockfish","Recruitment",0.8,5,0.3312,"Yield"
"1519","Black Rockfish","Recruitment",0.8,6,0.3496,"Yield"
"1520","Black Rockfish","Recruitment",0.8,7,0.3574,"Yield"
"1521","Black Rockfish","Recruitment",0.8,8,0.3734,"Yield"
"1522","Black Rockfish","Recruitment",0.8,9,0.393,"Yield"
"1523","Black Rockfish","Recruitment",0.8,10,0.4012,"Yield"
"1524","Black Rockfish","Recruitment",0.8,11,0.4146,"Yield"
"1525","Black Rockfish","Recruitment",0.8,12,0.4256,"Yield"
"1526","Black Rockfish","Recruitment",0.8,13,0.4336,"Yield"
"1527","Black Rockfish","Recruitment",0.8,14,0.4448,"Yield"
"1528","Black Rockfish","Recruitment",0.8,15,0.4528,"Yield"
"1529","Black Rockfish","Recruitment",0.8,16,0.4558,"Yield"
"1530","Black Rockfish","Recruitment",0.8,17,0.4662,"Yield"
"1531","Black Rockfish","Recruitment",0.8,18,0.4678,"Yield"
"1532","Black Rockfish","Recruitment",0.8,19,0.4772,"Yield"
"1533","Black Rockfish","Recruitment",0.8,20,0.4838,"Yield"
"1534","Black Rockfish","Recruitment",0.9,0,0,"Yield"
"1535","Black Rockfish","Recruitment",0.9,1,0.4074,"Yield"
"1536","Black Rockfish","Recruitment",0.9,2,0.3978,"Yield"
"1537","Black Rockfish","Recruitment",0.9,3,0.4012,"Yield"
"1538","Black Rockfish","Recruitment",0.9,4,0.4098,"Yield"
"1539","Black Rockfish","Recruitment",0.9,5,0.4186,"Yield"
"1540","Black Rockfish","Recruitment",0.9,6,0.4246,"Yield"
"1541","Black Rockfish","Recruitment",0.9,7,0.4338,"Yield"
"1542","Black Rockfish","Recruitment",0.9,8,0.4336,"Yield"
"1543","Black Rockfish","Recruitment",0.9,9,0.4292,"Yield"
"1544","Black Rockfish","Recruitment",0.9,10,0.4274,"Yield"
"1545","Black Rockfish","Recruitment",0.9,11,0.4276,"Yield"
"1546","Black Rockfish","Recruitment",0.9,12,0.4298,"Yield"
"1547","Black Rockfish","Recruitment",0.9,13,0.4278,"Yield"
"1548","Black Rockfish","Recruitment",0.9,14,0.4322,"Yield"
"1549","Black Rockfish","Recruitment",0.9,15,0.433,"Yield"
"1550","Black Rockfish","Recruitment",0.9,16,0.4308,"Yield"
"1551","Black Rockfish","Recruitment",0.9,17,0.4366,"Yield"
"1552","Black Rockfish","Recruitment",0.9,18,0.4392,"Yield"
"1553","Black Rockfish","Recruitment",0.9,19,0.4426,"Yield"
"1554","Black Rockfish","Recruitment",0.9,20,0.448,"Yield"
"1555","Black Rockfish","Both",0.6,0,0,"Yield"
"1556","Black Rockfish","Both",0.6,1,0.368,"Yield"
"1557","Black Rockfish","Both",0.6,2,0.3468,"Yield"
"1558","Black Rockfish","Both",0.6,3,0.3586,"Yield"
"1559","Black Rockfish","Both",0.6,4,0.373,"Yield"
"1560","Black Rockfish","Both",0.6,5,0.395,"Yield"
"1561","Black Rockfish","Both",0.6,6,0.4208,"Yield"
"1562","Black Rockfish","Both",0.6,7,0.4602,"Yield"
"1563","Black Rockfish","Both",0.6,8,0.497,"Yield"
"1564","Black Rockfish","Both",0.6,9,0.5274,"Yield"
"1565","Black Rockfish","Both",0.6,10,0.5564,"Yield"
"1566","Black Rockfish","Both",0.6,11,0.5788,"Yield"
"1567","Black Rockfish","Both",0.6,12,0.6108,"Yield"
"1568","Black Rockfish","Both",0.6,13,0.627,"Yield"
"1569","Black Rockfish","Both",0.6,14,0.6434,"Yield"
"1570","Black Rockfish","Both",0.6,15,0.654,"Yield"
"1571","Black Rockfish","Both",0.6,16,0.6654,"Yield"
"1572","Black Rockfish","Both",0.6,17,0.6734,"Yield"
"1573","Black Rockfish","Both",0.6,18,0.678,"Yield"
"1574","Black Rockfish","Both",0.6,19,0.683,"Yield"
"1575","Black Rockfish","Both",0.6,20,0.6852,"Yield"
"1576","Black Rockfish","Both",0.7,0,0,"Yield"
"1577","Black Rockfish","Both",0.7,1,0.406,"Yield"
"1578","Black Rockfish","Both",0.7,2,0.3954,"Yield"
"1579","Black Rockfish","Both",0.7,3,0.401,"Yield"
"1580","Black Rockfish","Both",0.7,4,0.414,"Yield"
"1581","Black Rockfish","Both",0.7,5,0.4284,"Yield"
"1582","Black Rockfish","Both",0.7,6,0.447,"Yield"
"1583","Black Rockfish","Both",0.7,7,0.4508,"Yield"
"1584","Black Rockfish","Both",0.7,8,0.472,"Yield"
"1585","Black Rockfish","Both",0.7,9,0.4976,"Yield"
"1586","Black Rockfish","Both",0.7,10,0.5178,"Yield"
"1587","Black Rockfish","Both",0.7,11,0.5376,"Yield"
"1588","Black Rockfish","Both",0.7,12,0.546,"Yield"
"1589","Black Rockfish","Both",0.7,13,0.5598,"Yield"
"1590","Black Rockfish","Both",0.7,14,0.5678,"Yield"
"1591","Black Rockfish","Both",0.7,15,0.5812,"Yield"
"1592","Black Rockfish","Both",0.7,16,0.5952,"Yield"
"1593","Black Rockfish","Both",0.7,17,0.5988,"Yield"
"1594","Black Rockfish","Both",0.7,18,0.6002,"Yield"
"1595","Black Rockfish","Both",0.7,19,0.6124,"Yield"
"1596","Black Rockfish","Both",0.7,20,0.6182,"Yield"
"1597","Black Rockfish","Both",0.8,0,0,"Yield"
"1598","Black Rockfish","Both",0.8,1,0.4336,"Yield"
"1599","Black Rockfish","Both",0.8,2,0.4238,"Yield"
"1600","Black Rockfish","Both",0.8,3,0.4218,"Yield"
"1601","Black Rockfish","Both",0.8,4,0.442,"Yield"
"1602","Black Rockfish","Both",0.8,5,0.4456,"Yield"
"1603","Black Rockfish","Both",0.8,6,0.4628,"Yield"
"1604","Black Rockfish","Both",0.8,7,0.4656,"Yield"
"1605","Black Rockfish","Both",0.8,8,0.4782,"Yield"
"1606","Black Rockfish","Both",0.8,9,0.4888,"Yield"
"1607","Black Rockfish","Both",0.8,10,0.4956,"Yield"
"1608","Black Rockfish","Both",0.8,11,0.5158,"Yield"
"1609","Black Rockfish","Both",0.8,12,0.517,"Yield"
"1610","Black Rockfish","Both",0.8,13,0.5304,"Yield"
"1611","Black Rockfish","Both",0.8,14,0.5424,"Yield"
"1612","Black Rockfish","Both",0.8,15,0.5466,"Yield"
"1613","Black Rockfish","Both",0.8,16,0.546,"Yield"
"1614","Black Rockfish","Both",0.8,17,0.5532,"Yield"
"1615","Black Rockfish","Both",0.8,18,0.5612,"Yield"
"1616","Black Rockfish","Both",0.8,19,0.5594,"Yield"
"1617","Black Rockfish","Both",0.8,20,0.5534,"Yield"
"1618","Black Rockfish","Both",0.9,0,0,"Yield"
"1619","Black Rockfish","Both",0.9,1,0.4732,"Yield"
"1620","Black Rockfish","Both",0.9,2,0.4622,"Yield"
"1621","Black Rockfish","Both",0.9,3,0.4692,"Yield"
"1622","Black Rockfish","Both",0.9,4,0.4734,"Yield"
"1623","Black Rockfish","Both",0.9,5,0.4814,"Yield"
"1624","Black Rockfish","Both",0.9,6,0.4852,"Yield"
"1625","Black Rockfish","Both",0.9,7,0.4788,"Yield"
"1626","Black Rockfish","Both",0.9,8,0.48,"Yield"
"1627","Black Rockfish","Both",0.9,9,0.4878,"Yield"
"1628","Black Rockfish","Both",0.9,10,0.488,"Yield"
"1629","Black Rockfish","Both",0.9,11,0.4946,"Yield"
"1630","Black Rockfish","Both",0.9,12,0.4948,"Yield"
"1631","Black Rockfish","Both",0.9,13,0.5038,"Yield"
"1632","Black Rockfish","Both",0.9,14,0.5074,"Yield"
"1633","Black Rockfish","Both",0.9,15,0.512,"Yield"
"1634","Black Rockfish","Both",0.9,16,0.5196,"Yield"
"1635","Black Rockfish","Both",0.9,17,0.5198,"Yield"
"1636","Black Rockfish","Both",0.9,18,0.524,"Yield"
"1637","Black Rockfish","Both",0.9,19,0.5252,"Yield"
"1638","Black Rockfish","Both",0.9,20,0.5262,"Yield"
"1639","Lingcod","Sampling",0.6,0,0,"Yield"
"1640","Lingcod","Sampling",0.6,1,0.098,"Yield"
"1641","Lingcod","Sampling",0.6,2,0.1786,"Yield"
"1642","Lingcod","Sampling",0.6,3,0.2312,"Yield"
"1643","Lingcod","Sampling",0.6,4,0.264,"Yield"
"1644","Lingcod","Sampling",0.6,5,0.3188,"Yield"
"1645","Lingcod","Sampling",0.6,6,0.4068,"Yield"
"1646","Lingcod","Sampling",0.6,7,0.4856,"Yield"
"1647","Lingcod","Sampling",0.6,8,0.5624,"Yield"
"1648","Lingcod","Sampling",0.6,9,0.608,"Yield"
"1649","Lingcod","Sampling",0.6,10,0.656,"Yield"
"1650","Lingcod","Sampling",0.6,11,0.6746,"Yield"
"1651","Lingcod","Sampling",0.6,12,0.6908,"Yield"
"1652","Lingcod","Sampling",0.6,13,0.699,"Yield"
"1653","Lingcod","Sampling",0.6,14,0.6988,"Yield"
"1654","Lingcod","Sampling",0.6,15,0.695,"Yield"
"1655","Lingcod","Sampling",0.6,16,0.6892,"Yield"
"1656","Lingcod","Sampling",0.6,17,0.6838,"Yield"
"1657","Lingcod","Sampling",0.6,18,0.6778,"Yield"
"1658","Lingcod","Sampling",0.6,19,0.6676,"Yield"
"1659","Lingcod","Sampling",0.6,20,0.6632,"Yield"
"1660","Lingcod","Sampling",0.7,0,0,"Yield"
"1661","Lingcod","Sampling",0.7,1,0.1414,"Yield"
"1662","Lingcod","Sampling",0.7,2,0.223,"Yield"
"1663","Lingcod","Sampling",0.7,3,0.2826,"Yield"
"1664","Lingcod","Sampling",0.7,4,0.3182,"Yield"
"1665","Lingcod","Sampling",0.7,5,0.3608,"Yield"
"1666","Lingcod","Sampling",0.7,6,0.4204,"Yield"
"1667","Lingcod","Sampling",0.7,7,0.473,"Yield"
"1668","Lingcod","Sampling",0.7,8,0.4998,"Yield"
"1669","Lingcod","Sampling",0.7,9,0.5496,"Yield"
"1670","Lingcod","Sampling",0.7,10,0.5908,"Yield"
"1671","Lingcod","Sampling",0.7,11,0.6084,"Yield"
"1672","Lingcod","Sampling",0.7,12,0.6136,"Yield"
"1673","Lingcod","Sampling",0.7,13,0.6174,"Yield"
"1674","Lingcod","Sampling",0.7,14,0.628,"Yield"
"1675","Lingcod","Sampling",0.7,15,0.631,"Yield"
"1676","Lingcod","Sampling",0.7,16,0.6236,"Yield"
"1677","Lingcod","Sampling",0.7,17,0.6204,"Yield"
"1678","Lingcod","Sampling",0.7,18,0.6174,"Yield"
"1679","Lingcod","Sampling",0.7,19,0.6136,"Yield"
"1680","Lingcod","Sampling",0.7,20,0.6128,"Yield"
"1681","Lingcod","Sampling",0.8,0,0,"Yield"
"1682","Lingcod","Sampling",0.8,1,0.173,"Yield"
"1683","Lingcod","Sampling",0.8,2,0.2744,"Yield"
"1684","Lingcod","Sampling",0.8,3,0.332,"Yield"
"1685","Lingcod","Sampling",0.8,4,0.3658,"Yield"
"1686","Lingcod","Sampling",0.8,5,0.4026,"Yield"
"1687","Lingcod","Sampling",0.8,6,0.4316,"Yield"
"1688","Lingcod","Sampling",0.8,7,0.4598,"Yield"
"1689","Lingcod","Sampling",0.8,8,0.4876,"Yield"
"1690","Lingcod","Sampling",0.8,9,0.521,"Yield"
"1691","Lingcod","Sampling",0.8,10,0.5318,"Yield"
"1692","Lingcod","Sampling",0.8,11,0.5412,"Yield"
"1693","Lingcod","Sampling",0.8,12,0.5542,"Yield"
"1694","Lingcod","Sampling",0.8,13,0.5626,"Yield"
"1695","Lingcod","Sampling",0.8,14,0.5756,"Yield"
"1696","Lingcod","Sampling",0.8,15,0.5684,"Yield"
"1697","Lingcod","Sampling",0.8,16,0.567,"Yield"
"1698","Lingcod","Sampling",0.8,17,0.5666,"Yield"
